PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Source,Date,Metadata
AGRI_192,Agriculture,Agribusiness & Market Access,Grow your business! Join agribusiness vocational courses.,Kukuza biashara yako! Jiunge na kozi za ufundi za biashara ya kilimo.,Kinia oboonchoreria bwao! Soa chikorechi chia inse chiria chogosomia chikosi chioboremi.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Education; qa_tool=azure; qa_roundtrip=1.0; promoted_from=EKEGUSIICORPUS_418
AGRI_193,Agriculture,Crop Production,"Kenyans quarantined in Kenyatta University, Jomo Kenyatta University of Agriculture and Technology (JKUA), KMTC (Kanu Hostel), KMTC (MG Hostel) and Kenya Water Institute will have to endure another 14...","Wakenya waliowekwa karantini katika Chuo Kikuu cha Kenyatta, Chuo Kikuu cha Kilimo na Teknolojia cha Jomo Kenyatta (JKUA), KMTC (Hosteli ya Kanu), KMTC (Hosteli ya MG) na Taasisi ya Maji ya Kenya watalazimika kuvumilia mengine 14...","Ogotara kwqbana beyunifasiti gwakeaniigwe ase chiyunifasiti chia Kenyatta University, Jomo Kenyatta University of Agriculture and Technology (JKUA), KMTC (Kanu Hostel), KMTC (MG Hostel) na Kenya Water Institute abwo baratigare koremereria naende 14...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Education; qa_tool=azure; qa_roundtrip=0.99; promoted_from=EKEGUSIICORPUS_501
AGRI_194,Agriculture,Training,Kiambu National Polytechnic launches modern farming techniques training program.,Kiambu National Polytechnic yazindua programu ya kisasa ya mafunzo ya mbinu za kilimo.,Kiambu National Polytechnic yachakire emeroberio bwokwegeria igoro yoboremi bwa obono.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Education; qa_tool=azure; qa_roundtrip=0.802; promoted_from=EKEGUSIICORPUS_502
AGRI_195,Agriculture,Crop Production,Learn farming! Enroll in agricultural vocational courses.,Jifunze kilimo! Jiandikishe katika kozi za ufundi wa kilimo.,Soma iogoro yoboremi! Soa ase ekosi yoboremi.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Education; qa_tool=azure; qa_roundtrip=1.0; promoted_from=EKEGUSIICORPUS_627
AGRI_196,Agriculture,Crop Production,Learn farming! Include agricultural education in schools.,Jifunze kilimo! Jumuisha elimu ya kilimo shuleni.,Somera oboremi! Bwatania amasomo oboremi ase chisukuru.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Education; qa_tool=azure; qa_roundtrip=1.0; promoted_from=EKEGUSIICORPUS_628
AGRI_197,Agriculture,Food Security,Ministry of Agriculture and Education promote school agricultural programs for food security and skills development.,Wizara ya Kilimo na Elimu huendeleza mipango ya kilimo ya shule kwa ajili ya usalama wa chakula na maendeleo ya ujuzi.,Eminisitiri yoboremi na eyechisemi ngosegeta chire amasomo oboremi ase chisukuru igoro yomoigoto bwendagera na gokinia ochusi.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Education; qa_tool=nllb; qa_roundtrip=0.928; promoted_from=EKEGUSIICORPUS_657
AGRI_198,Agriculture,Crop Production,Ministry of Education and Agriculture partner to improve school feeding programs to boost student attendance and learning.,Wizara ya Elimu na Kilimo inashirikiana kuboresha programu za kulisha shule ili kuongeza mahudhurio na ujifunzaji wa wanafunzi.,Eminisitiri yechisemi na eyoboremi chiabwatanire kobeka buya omoroberio bwokorageria chisukuru orengete korora nga abana mbarema goika esukuru gosoma.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Education; qa_tool=azure; qa_roundtrip=0.885; promoted_from=EKEGUSIICORPUS_658
AGRI_199,Agriculture,Livestock,"The government has unveiled a series of vocational training programmes aimed at equipping youths with skills in high-demand fields such as mechanics, electrical work, dressmaking, and livestock inspec...","Serikali imezindua mfululizo wa programu za mafunzo ya ufundi zinazolenga kuwapa vijana ujuzi katika nyanja zinazohitajika sana kama vile ufundi, kazi za umeme, utengenezaji wa mavazi, na mifugo inspec...","Eserikari yaansire omoroberio bwogosomia abana emeremo ao ao erengete koa abasae ochusi ase emeremo eria ere nokogania mono ase echiro yemeremo buna oborosia chirori, kobeka esitima, gosona chiaanga nobobwenia bwetugo...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Education; qa_tool=azure; qa_roundtrip=0.635; promoted_from=EKEGUSIICORPUS_1088
AGRI_200,Agriculture,Crop Production,"Launch of fortified maize, soy blend distributed across primary schools to address undernutrition.","Uzinduzi wa mchanganyiko wa mahindi yaliyoimarishwa, soya kusambazwa katika shule za msingi ili kushughulikia utapiamlo.",Okorentwa kw’ebituma biburukaine esoya kwararigwe chisukuru chia premari erio gokeania oborwaire bwokoborwa afya,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.837; promoted_from=EKEGUSIICORPUS_1316
AGRI_201,Agriculture,Training,Pilot providing mobile seed kits and training to women's groups to grow nutritious food in informal settlements.,Majaribio ya kutoa vifaa vya mbegu vya rununu na mafunzo kwa vikundi vya wanawake kukuza chakula chenye lishe katika makazi yasiyo rasmi.,Omorundi chindege okorwa ebikoreri biechintetere am na koegeria ebiombe bia abakungu gosimeka chindagera chibwate amadini ase babegete obomenyo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.926; promoted_from=EKEGUSIICORPUS_1320
AGRI_202,Agriculture,Crop Production,Announcement of expansion plan sourcing school meals from local farmers while integrating climate-resilient crops.,Tangazo la mpango wa upanuzi wa kupata chakula cha shule kutoka kwa wakulima wa ndani wakati wa kuunganisha mazao yanayostahimili hali ya hewa.,Okoraria kwarurwe inga chindagera chikoregwa chisukuru chirwe ase abaremi begenka na gosangania chindagera chikoremereria okoonchoka kwe rire,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.918; promoted_from=EKEGUSIICORPUS_1592
AGRI_203,Agriculture,Agribusiness & Market Access,State Dept. commitingto subsidizing solar-powered storage for perishable nutrient-rich crops.,Idara ya Jimbo kujitolea kutoa ruzuku ya uhifadhi unaotumia nishati ya jua kwa mazao yanayoharibika yenye virutubishi vingi.,"Orosagia rwa eserekali, rwerure gosegeta obotumeki bwe chinguru chia omobaso ase okogacha chindagera bwango naende chibwate obuya obonge",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.736; promoted_from=EKEGUSIICORPUS_1596
AGRI_204,Agriculture,Crop Production,State Dept. promoting millet and sorghum blends as pilot menu in adaptation to climate-resilient diets.,Idara ya Jimbo kukuza mchanganyiko wa mtama na mtama kama menyu ya majaribio katika kukabiliana na lishe inayostahimili hali ya hewa.,Orosagia rwa eserekali ngosegeta ere oboremi rwa obori na amaemba komentwa ase chindagera chia amatemwa korwana na ogoonchoka kwa erire,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.748; promoted_from=EKEGUSIICORPUS_1600
AGRI_205,Agriculture,Crop Production,Government announces scaling of biofortified crop distribution to schools and households for improved maternal-child nutrition.,Serikali inatangaza kuongeza usambazaji wa mazao ya biofortified kwa shule na kaya kwa ajili ya kuboresha lishe ya mama na mtoto.,Eserekali yararirie okoenana chindagera chitingiri ase chisukuru na chinka ase okorenda omwana okogonka,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.805; promoted_from=EKEGUSIICORPUS_1602
AGRI_206,Agriculture,Agribusiness & Market Access,Announcement that local farmer cooperatives are now contracted to supply nutritious meals directly to schools under new pilot model.,Tangazo kwamba vyama vya ushirika vya wakulima wa ndani sasa vimepewa kandarasi ya kusambaza chakula chenye lishe moja kwa moja kwa shule chini ya mtindo mpya wa majaribio.,Okoraria kwarurwe ase ebiombe biàbaremi koira chindagera ao ao eyemo ase eyemo gochia chisukuru ase omoroberio omoyia,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.91; promoted_from=EKEGUSIICORPUS_1603
AGRI_207,Agriculture,Food Security,"Nairobi County to provide daily lunches to 400,000 primary school pupils via new kitchens to eliminate hunger and support local farmers.","Kaunti ya Nairobi kutoa chakula cha mchana kila siku kwa wanafunzi 400,000 wa shule za msingi kupitia jikoni mpya ili kuondoa njaa na kusaidia wakulima wa ndani.",Ekaunti ya Nairobi korwa chindagera chia mobaso kera rituko ase aborokigwa chirifu chimii inye goetera amariko amayia gokeani enchara na gokonya abaremi basaywe,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.928; promoted_from=EKEGUSIICORPUS_1605
AGRI_208,Agriculture,Food Security,"Announcement of launch of “ENOUGH” campaign which aims to end child hunger by expanding school meals, climate-smart agriculture, and nutrition advocacy.","Tangazo la uzinduzi wa kampeni ya ""KUTOSHA"" ambayo inakusudia kumaliza njaa ya watoto kwa kupanua chakula cha shule, kilimo kinachofaa hali ya hewa, na utetezi wa lishe.","Okoraria omochakano bw' ekampeini "" ENGIKERANU"" erengete gokanya enchara ase abana chisukuru, oboremi boigwanaine ne rire na oboegereri chindagera",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.91; promoted_from=EKEGUSIICORPUS_1656
AGRI_209,Agriculture,Crop Production,"Announcing the lauch of Country plan that prioritizes maternal-child nutrition, agriculture‑education integration and multisector tracking.","Kutangaza kuanzishwa kwa mpango wa Nchi ambao unatanguliza lishe ya mama na mtoto, ujumuishaji wa kilimo-elimu na ufuatiliaji wa sekta nyingi.","Okoraria omochakano kobeka chindagera chia abangina amo na abana, gosangiwa amaegerio yoboremi na gotunyana ase chinsagia chinyinge",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.85; promoted_from=EKEGUSIICORPUS_1664
AGRI_210,Agriculture,Crop Production,"National target set to raise annual milk yield from 5.2B to 10B liters, boosting smallholder farmer incomes.","Lengo la kitaifa limewekwa kuongeza mavuno ya maziwa ya kila mwaka kutoka lita 5.2B hadi 10B, na kuongeza mapato ya wakulima wadogo.","Orogongo rwairwe enengo yerigesa riamabere kera omwaka korwa chirita ebilion 5 2 goika chibilion 10, naboigo komenta okonyora ase abaremi abake",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.809; promoted_from=EKEGUSIICORPUS_1676
AGRI_211,Agriculture,Livestock,Launch of the MaziwaPlus initiative in Nyeri County to reduce mastitis incidence and curb antibiotic overuse in dairy cattle.,Kuzindua mpango wa MaziwaPlus katika Kaunti ya Nyeri ili kupunguza uwezekano wa ugonjwa wa mastitis na kuzuia matumizi mabaya ya antibiotic katika ng'ombe wa maziwa.,Ogochakigwa kwa'Omoroberio ase MaziwaPlus ase ekaunti ya Nyeri eeio gokeiya oborwaire rwa' chingokero na gokeiya oborwire ase engombe yamabere,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=nllb; qa_roundtrip=0.69; promoted_from=EKEGUSIICORPUS_1677
AGRI_212,Agriculture,Livestock,Announcement of multi-sector collaboration to support school nutrition and small-scale dairy livelihoods through public procurement.,Tangazo la ushirikiano wa sekta nyingi kusaidia lishe ya shule na maisha ya maziwa madogo kupitia ununuzi wa umma.,Okoraria ase okobwaterana chinsagia ao ao erio gokonya okragera akuya ase chisukuru na ebitoki gwetera okoonigwa kwa amabere,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.873; promoted_from=EKEGUSIICORPUS_1680
AGRI_213,Agriculture,Crop Production,"Public statement endorsing millet, sorghum and legumes for sustainability and dietary resilience.","Taarifa ya umma inayoidhinisha mtama, mtama na kunde kwa uendelevu na ustahimilivu wa lishe.","Okoraria ase abanto bonsi nemeroberio yancheire koa okoboko emiogo, chinyeni chiegesare ase okogendereri na okoremereri kw' endagera",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.826; promoted_from=EKEGUSIICORPUS_1683
AGRI_214,Agriculture,Livestock,Launch of four-year dairy quality improvement initiative in central and western Kenya targeting smallholder producers.,Uzinduzi wa mpango wa miaka minne wa kuboresha ubora wa maziwa katikati na magharibi mwa Kenya unaolenga wazalishaji wadogo.,Ogochaki omoroberio bwemiaka ene korosia amabere amaya gatigati na bosongo ya Kenya orengete abaremi abakeabake,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.742; promoted_from=EKEGUSIICORPUS_1703
AGRI_215,Agriculture,Livestock,"Announcement setting national target to increase milk production to 10 billion liters, supporting dairy livelihoods and nutrition.","Tangazo la kuweka lengo la kitaifa la kuongeza uzalishaji wa maziwa hadi lita bilioni 10, kusaidia maisha ya maziwa na lishe.","Okoraria kobeka ekerenga ase orogongo rwa Kenya komenta eberengo bia amabere goika chirita chibirioni ikomi, gokonya obogima bwa amabere na chindagera",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=nllb; qa_roundtrip=0.888; promoted_from=EKEGUSIICORPUS_1704
AGRI_216,Agriculture,Crop Production,"Agriculture State Department outlining action pathways including dietary diversity, youth agri-entrepreneurship, and climate resilience.","Idara ya Jimbo la Kilimo inayoelezea njia za hatua ikiwa ni pamoja na utofauti wa lishe, ujasiriamali wa kilimo cha vijana, na ustahimilivu wa hali ya hewa.","Orosagia rwa oboremi koerera ebitambokero bwogoatanana chindagera ao ao, gotingia oboremi ase abasae na okoremereria kwa rire",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.84; promoted_from=EKEGUSIICORPUS_1714
AGRI_217,Agriculture,Livestock,Government and dairy sector jointly announcing reviving school milk distribution to enhance child nutrition and support local dairy industry.,Serikali na sekta ya maziwa kwa pamoja zinatangaza kufufua usambazaji wa maziwa shuleni ili kuimarisha lishe ya watoto na kusaidia tasnia ya maziwa ya ndani.,Eserekari na esegita ya'amabere ase obomo bararirie gochakia obosombi bwa amabere chisukuru erio gotingia okoragera okuya ase abana,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.77; promoted_from=EKEGUSIICORPUS_1719
