Column1,Column2,Column3
HEA_00666,Health,Ministry of Health reminds expectant mothers in Lamu County that access to family planning counselling is free of charge at all public facilities.
HEA_00667,Health,KEMSA appeals to caregivers in Taita-Taveta County to visit their nearest maternity wing as part of the June maternal health drive.
HEA_00668,Health,Ministry of Health - Reproductive Health Unit reminds expectant mothers in Tana River County that access to nutrition supplementation for infants is free of charge at all public facilities.
HEA_00669,Health,Kenya Medical Association appeals to caregivers in Nakuru County to bring their child for growth monitoring as part of the January maternal health drive.
HEA_00670,Health,KEMSA appeals to caregivers in Turkana County to register for the mother-and-child health card as part of the April maternal health drive.
HEA_00671,Health,Notice from Kenya Red Cross: free antenatal care clinics will run every March at designated health centres in Nandi County.
HEA_00672,Health,Kenya Red Cross encourages mothers in Nakuru County to bring their child for growth monitoring to safeguard their child's health.
HEA_00673,Health,SHA (Social Health Authority) reminds expectant mothers in Nyandarua County that access to childhood immunization is free of charge at all public facilities.
HEA_00674,Health,KEMRI appeals to caregivers in Kisumu County to register for the mother-and-child health card as part of the September maternal health drive.
HEA_00675,Health,Kenya Medical Association reminds expectant mothers in Nyamira County that access to postnatal check-ups is free of charge at all public facilities.
HEA_00676,Health,Division of Disease Surveillance and Response appeals to caregivers in Kakamega County to attend the scheduled clinic day as part of the September maternal health drive.
HEA_00677,Health,Kenya Red Cross appeals to caregivers in Meru County to attend the scheduled clinic day as part of the January maternal health drive.
HEA_00678,Health,Ministry of Health encourages mothers in Nyandarua County to bring their child for growth monitoring to safeguard their child's health.
HEA_00679,Health,Notice from KEMRI: childhood immunization clinics will run every February at designated health centres in Isiolo County.
HEA_00680,Health,Kenya Red Cross encourages mothers in Kericho County to visit their nearest maternity wing to safeguard their child's health.
HEA_00681,Health,Kenya Medical Association encourages mothers in Turkana County to register for the mother-and-child health card to safeguard their child's health.
HEA_00682,Health,Division of Disease Surveillance and Response encourages mothers in Kisii County to visit their nearest maternity wing to safeguard their child's health.
HEA_00683,Health,Notice from KEMSA: postnatal check-ups clinics will run every April at designated health centres in Kakamega County.
HEA_00684,Health,Notice from KEMSA: free antenatal care clinics will run every January at designated health centres in Nakuru County.
HEA_00685,Health,KEMRI reminds expectant mothers in Bungoma County that access to free antenatal care is free of charge at all public facilities.
HEA_00686,Health,Ministry of Health appeals to caregivers in Kiambu County to register for the mother-and-child health card as part of the October maternal health drive.
HEA_00687,Health,Division of Disease Surveillance and Response encourages mothers in Nyamira County to attend the scheduled clinic day to safeguard their child's health.
HEA_00688,Health,Ministry of Health reminds expectant mothers in Marsabit County that access to family planning counselling is free of charge at all public facilities.
HEA_00689,Health,SHA (Social Health Authority) encourages mothers in Kajiado County to visit their nearest maternity wing to safeguard their child's health.
HEA_00690,Health,Notice from Kenya Medical Association: skilled birth attendance clinics will run every February at designated health centres in Vihiga County.
HEA_00691,Health,Notice from Division of Disease Surveillance and Response: family planning counselling clinics will run every March at designated health centres in Mandera County.
HEA_00692,Health,Ministry of Health - Reproductive Health Unit appeals to caregivers in Kisumu County to register for the mother-and-child health card as part of the June maternal health drive.
HEA_00693,Health,Notice from KEMRI: childhood immunization clinics will run every October at designated health centres in Homa Bay County.
HEA_00694,Health,Kenya Red Cross appeals to caregivers in Nairobi County to attend the scheduled clinic day as part of the December maternal health drive.
HEA_00695,Health,KEMSA encourages mothers in Nairobi County to bring their child for growth monitoring to safeguard their child's health.
HEA_00696,Health,KEMSA reminds expectant mothers in Bungoma County that access to nutrition supplementation for infants is free of charge at all public facilities.
HEA_00697,Health,SHA (Social Health Authority) encourages mothers in Nakuru County to attend the scheduled clinic day to safeguard their child's health.
HEA_00698,Health,KEMRI reminds expectant mothers in Turkana County that access to childhood immunization is free of charge at all public facilities.
