PSA_ID,Domain,English,English_sw
HEA_00526,Health,Public health advisory: KEMRI warns of increased measles risk in Baringo County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: KEMRI inaonya juu ya kuongezeka kwa hatari ya kuambukiza katika Kaunti ya Baringo na inashauri umma kuripoti visa vyovyote vinavyodhaniwa kwa wajitolea wa afya ya jamii.
HEA_00527,Health,Kenya Medical Association urges residents of Kiambu County to report any suspected cases to community health volunteers following a rise in reported cyclosporiasis cases.,Chama cha Matibabu cha Kenya kinawahimiza wakazi wa Kaunti ya Kiambu kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya ya jamii kufuatia kuongezeka kwa visa vya cyclosporiasis vilivyoripotiwa.
HEA_00528,Health,Division of Disease Surveillance and Response calls on parents in Elgeyo-Marakwet County to have children under five screened for meningitis during the November outreach.,Idara ya Ufuatiliaji na Jibu la Magonjwa inaomba wazazi katika Kaunti ya Elgeyo-Marakwet kuwa na watoto chini ya miaka mitano kuchunguzwa kwa meningitis wakati wa huduma ya Novemba.
HEA_00529,Health,Kenya Red Cross reminds the public that free tuberculosis screening is available at all public health centres in Murang'a County this October.,Msalaba Mwekundu wa Kenya unakumbusha umma kwamba uchunguzi wa bure wa kifua kikuu unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Murang'a mwezi huu wa Oktoba.
HEA_00530,Health,Division of Disease Surveillance and Response calls on parents in Meru County to have children under five screened for HIV/AIDS during the July outreach.,Idara ya Ufuatiliaji na Jibu la Magonjwa inawaomba wazazi katika Kaunti ya Meru kuwa na watoto chini ya miaka mitano wachunguzwe kwa ajili ya VVU/UKIMWI wakati wa kampeni ya Julai.
HEA_00531,Health,Notice: Ministry of Health - Reproductive Health Unit confirms a HIV/AIDS outbreak alert for Kakamega County. Residents are advised to avoid contact with contaminated water sources.,Taarifa: Wizara ya Afya - Kitengo cha Afya ya Kuzaliana kinathibitisha tahadhari ya mlipuko wa VVU/UKIMWI kwa Kaunti ya Kakamega. Wakazi wanashauriwa kuepuka kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00532,Health,Notice: Kenya Medical Association confirms a meningitis outbreak alert for West Pokot County. Residents are advised to complete the full recommended vaccination dose.,Taarifa: Chama cha Matibabu cha Kenya kinathibitisha tahadhari ya mlipuko wa meningitis kwa Kaunti ya West Pokot. Wakazi wanashauriwa kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00533,Health,Public health advisory: CDC warns of increased dengue fever risk in Meru County and advises the public to seek immediate testing at the nearest health facility.,Ushauri wa afya ya umma: CDC inaonya juu ya kuongezeka kwa hatari ya homa ya dengue katika Kaunti ya Meru na inashauri umma kutafuta upimaji wa haraka katika kituo cha afya cha karibu.
HEA_00534,Health,KEMRI calls on parents in Nandi County to have children under five screened for malaria during the May outreach.,KEMRI inawaalika wazazi katika Kaunti ya Nandi kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya malaria wakati wa mkutano wa Mei.
HEA_00535,Health,Ministry of Health - Reproductive Health Unit calls on parents in Mandera County to have children under five screened for typhoid during the November outreach.,Wizara ya Afya - Kitengo cha Afya ya Kuzaliana kinawaomba wazazi katika Kaunti ya Mandera kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya ugonjwa wa kifua kikuu wakati wa ziara ya Novemba.
HEA_00536,Health,Kenya Red Cross reminds the public that free cyclosporiasis screening is available at all public health centres in Homa Bay County this March.,Kenya Red Cross inakumbusha umma kwamba uchunguzi wa bure wa cyclosporiasis unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Homa Bay mwezi huu wa Machi.
HEA_00537,Health,SHA (Social Health Authority) calls on parents in Nandi County to have children under five screened for Rift Valley Fever during the October outreach.,Shirika la Afya ya Jamii (SHA) linawasihi wazazi katika Kaunti ya Nandi kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya homa ya Bonde la Rift wakati wa ziara ya Oktoba.
HEA_00538,Health,Public health advisory: Kenya Medical Association warns of increased cyclosporiasis risk in Kericho County and advises the public to use insecticide-treated mosquito nets every night.,Ushauri wa afya ya umma: Shirika la Matibabu la Kenya linaonya juu ya kuongezeka kwa hatari ya cyclosporiasis katika Kaunti ya Kericho na linawashauri umma watumie mitungi ya mbu inayoshughulikiwa na dawa za wadudu kila usiku.
HEA_00539,Health,Division of Disease Surveillance and Response urges residents of Kisii County to seek immediate testing at the nearest health facility following a rise in reported meningitis cases.,Idara ya Ufuatiliaji na Jibu la Magonjwa inahimiza wakazi wa Kaunti ya Kisii kutafuta upimaji wa haraka katika kituo cha afya cha karibu baada ya ongezeko la visa vya meningitis vilivyoripotiwa.
HEA_00540,Health,KEMRI urges residents of Homa Bay County to complete the full recommended vaccination dose following a rise in reported HIV/AIDS cases.,KEMRI inawasihi wakazi wa Kaunti ya Homa Bay kukamilisha kipimo kamili cha chanjo kilichopendekezwa kufuatia ongezeko la visa vya UKIMWI/UKIMWI vilivyoripotiwa.
HEA_00541,Health,Public health advisory: Ministry of Health warns of increased cyclosporiasis risk in Kakamega County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: Wizara ya Afya inaonya juu ya kuongezeka kwa hatari ya cyclosporiasis katika Kaunti ya Kakamega na inashauri umma kuripoti kesi yoyote inayoshukiwa kwa wajitoleaji wa afya ya jamii.
HEA_00542,Health,SHA (Social Health Authority) calls on parents in Mombasa County to have children under five screened for typhoid during the February outreach.,Shirika la Afya ya Jamii (SHA) linawasihi wazazi katika Kaunti ya Mombasa kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya ugonjwa wa kifua kikuu wakati wa mkutano wa Februari.
HEA_00543,Health,CDC reminds the public that free meningitis screening is available at all public health centres in Kajiado County this September.,CDC inakumbusha umma kwamba uchunguzi wa bure wa meningitis unapatikana katika vituo vyote vya afya ya umma katika Kajiado County mwezi huu wa Septemba.
HEA_00544,Health,Public health advisory: KEMRI warns of increased cyclosporiasis risk in Nandi County and advises the public to avoid contact with contaminated water sources.,Ushauri wa afya ya umma: KEMRI inaonya juu ya kuongezeka kwa hatari ya cyclosporiasis katika Kaunti ya Nandi na inashauri umma waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00545,Health,Public health advisory: CDC warns of increased cholera risk in Marsabit County and advises the public to avoid contact with contaminated water sources.,Ushauri wa afya ya umma: CDC inaonya juu ya kuongezeka kwa hatari ya kipindupindu katika Kaunti ya Marsabit na inashauri umma waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00546,Health,Kenya Red Cross urges residents of Uasin Gishu County to complete the full recommended vaccination dose following a rise in reported malaria cases.,Msalaba Mwekundu wa Kenya unawahimiza wakazi wa Kaunti ya Uasin Gishu kukamilisha kipimo kamili cha chanjo kilichopendekezwa kufuatia ongezeko la visa vya malaria vilivyoripotiwa.
HEA_00547,Health,Notice: Kenya Red Cross confirms a tuberculosis outbreak alert for Kiambu County. Residents are advised to use insecticide-treated mosquito nets every night.,Taarifa: Msalaba Mwekundu wa Kenya unathibitisha tahadhari ya kuenea kwa ugonjwa wa kifua kikuu katika Kaunti ya Kiambu. Wakazi wanashauriwa kutumia nyuzi za mbu zinazoshughulikiwa na dawa za wadudu kila usiku.
HEA_00548,Health,Division of Disease Surveillance and Response calls on parents in Laikipia County to have children under five screened for Rift Valley Fever during the February outreach.,Idara ya Ufuatiliaji na Jibu la Magonjwa inawaomba wazazi katika Kaunti ya Laikipia kuwa na watoto chini ya miaka mitano kuchunguzwa kwa homa ya Rift Valley wakati wa huduma ya Februari.
HEA_00549,Health,Division of Disease Surveillance and Response calls on parents in Lamu County to have children under five screened for cholera during the May outreach.,Idara ya Ufuatiliaji na Jibu la Magonjwa inawaomba wazazi katika Kaunti ya Lamu kuwa na watoto chini ya miaka mitano kuchunguzwa kwa cholera wakati wa ziara ya Mei.
HEA_00550,Health,Ministry of Health urges residents of Kiambu County to complete the full recommended vaccination dose following a rise in reported malaria cases.,Wizara ya Afya inawahimiza wakazi wa Kaunti ya Kiambu kukamilisha kipimo kamili cha chanjo kilichopendekezwa kufuatia ongezeko la visa vya malaria vilivyoripotiwa.
HEA_00551,Health,CDC reminds the public that free measles screening is available at all public health centres in Meru County this September.,CDC inawakumbusha umma kwamba uchunguzi wa bure wa kulevya ni inapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Meru mwezi huu wa Septemba.
HEA_00552,Health,Notice: CDC confirms a tuberculosis outbreak alert for Elgeyo-Marakwet County. Residents are advised to avoid contact with contaminated water sources.,Taarifa: CDC inathibitisha tahadhari ya mlipuko wa kifua kikuu kwa Kaunti ya Elgeyo-Marakwet. Wakazi wanashauriwa kuepuka kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00553,Health,KEMSA reminds the public that free cyclosporiasis screening is available at all public health centres in Siaya County this November.,KEMSA inawakumbusha umma kwamba uchunguzi wa bure wa cyclosporiasis unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Siaya mwezi huu wa Novemba.
HEA_00554,Health,Ministry of Health calls on parents in Busia County to have children under five screened for Rift Valley Fever during the April outreach.,Wizara ya Afya inawaalika wazazi katika Kaunti ya Busia kuwa na watoto chini ya miaka mitano kuchunguzwa kwa ajili ya Rift Valley Fever wakati wa huduma ya Aprili.
HEA_00555,Health,Public health advisory: Kenya Medical Association warns of increased tuberculosis risk in Samburu County and advises the public to complete the full recommended vaccination dose.,Ushauri wa afya ya umma: Chama cha Matibabu cha Kenya kinaonya juu ya kuongezeka kwa hatari ya kifua kikuu katika Kaunti ya Samburu na inashauri umma kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00556,Health,Notice: SHA (Social Health Authority) confirms a dengue fever outbreak alert for Kakamega County. Residents are advised to complete the full recommended vaccination dose.,Taarifa: Shirika la Afya ya Jamii (SHA) linathibitisha tahadhari ya kuzuka kwa homa ya dengue kwa Kaunti ya Kakamega. Wakazi wanashauriwa kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00557,Health,Notice: Division of Disease Surveillance and Response confirms a malaria outbreak alert for Tharaka-Nithi County. Residents are advised to report any suspected cases to community health volunteers.,Taarifa: Idara ya Ufuatiliaji na Jibu la Magonjwa inathibitisha tahadhari ya mlipuko wa malaria kwa Kaunti ya Tharaka-Nithi. Wakazi wanashauriwa kuripoti visa vyovyote vinavyoshukiwa kwa wajitolea wa afya wa jamii.
HEA_00558,Health,CDC calls on parents in Siaya County to have children under five screened for meningitis during the June outreach.,CDC inawaomba wazazi katika Kaunti ya Siaya kuwa na watoto chini ya miaka mitano wachunguzwe kwa ajili ya meningitis wakati wa huduma ya Juni.
HEA_00559,Health,Kenya Medical Association calls on parents in Vihiga County to have children under five screened for HIV/AIDS during the February outreach.,Shirika la Matibabu la Kenya linawasihi wazazi katika Kaunti ya Vihiga kuwachunguza watoto walio chini ya miaka mitano kwa VVU/UKIMWI wakati wa mkutano wa Februari.
HEA_00560,Health,Notice: Ministry of Health - Reproductive Health Unit confirms a typhoid outbreak alert for Busia County. Residents are advised to use insecticide-treated mosquito nets every night.,Taarifa: Wizara ya Afya - Kitengo cha Afya ya Kuzaliana kinathibitisha tahadhari ya mlipuko wa ugonjwa wa kifua kikuu katika Kaunti ya Busia. Wakazi wanashauriwa kutumia mitungi ya wadudu kila usiku.
HEA_00561,Health,Public health advisory: SHA (Social Health Authority) warns of increased HIV/AIDS risk in Migori County and advises the public to seek immediate testing at the nearest health facility.,Ushauri wa afya ya umma: Shirika la Afya ya Jamii (SHA) linaonya juu ya kuongezeka kwa hatari ya VVU / UKIMWI katika Kaunti ya Migori na linawashauri umma kutafuta upimaji wa haraka katika kituo cha afya cha karibu.
HEA_00562,Health,Kenya Red Cross reminds the public that free HIV/AIDS screening is available at all public health centres in Wajir County this March.,Msalaba Mwekundu wa Kenya unakumbusha umma kwamba uchunguzi wa bure wa VVU/UKIMWI unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Wajir Machi hii.
HEA_00563,Health,CDC reminds the public that free meningitis screening is available at all public health centres in Samburu County this July.,CDC inawakumbusha umma kwamba uchunguzi wa bure wa meningitis unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Samburu Julai hii.
HEA_00564,Health,Kenya Medical Association reminds the public that free Rift Valley Fever screening is available at all public health centres in Elgeyo-Marakwet County this March.,Chama cha Matibabu cha Kenya kinakumbusha umma kwamba uchunguzi wa bure wa Rift Valley Fever unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Elgeyo-Marakwet mwezi huu wa Machi.
HEA_00565,Health,Public health advisory: KEMSA warns of increased Rift Valley Fever risk in Bomet County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: KEMSA inaonya juu ya kuongezeka kwa hatari ya homa ya Rift Valley katika Kaunti ya Bomet na inashauri umma kuripoti visa vyovyote vinavyodhaniwa kwa wajitolea wa afya ya jamii.
HEA_00566,Health,KEMSA reminds the public that free meningitis screening is available at all public health centres in Murang'a County this August.,KEMSA inawakumbusha umma kwamba uchunguzi wa bure wa meningitis unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Murang'a Agosti hii.
HEA_00567,Health,Division of Disease Surveillance and Response urges residents of Mombasa County to complete the full recommended vaccination dose following a rise in reported measles cases.,Idara ya Ufuatiliaji na Jibu la Magonjwa inahimiza wakazi wa Kaunti ya Mombasa kukamilisha kipimo kamili cha chanjo kilichopendekezwa baada ya ongezeko la visa vya kuambukizwa vya kuambukiza.
